finding_id,org_id,obligation_id,policy_id,severity,finding_type,finding_summary,recommended_fix,owner_team,status,target_date,created_at,ground_truth_compliance_label
FND-000097,ORG-0008,OBL-000122,POL-000081,Medium,Control Design Gap,Control Design Gap: Capital Adequacy obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,Risk Accepted,2026-07-08,2025-09-01T13:11:00,Partially Compliant
FND-000098,ORG-0012,OBL-000474,POL-000118,Critical,Expired Policy,Expired Policy: Capital Adequacy obligation is partially covered with coverage score 59.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Operations,Open,2026-07-06,2026-04-11T10:46:00,Partially Compliant
FND-000099,ORG-0013,OBL-000365,POL-000135,Medium,Review Delay,Review Delay: Operational Resilience obligation is fully covered with coverage score 91.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,Open,2026-07-31,2026-05-28T16:54:00,Compliant
FND-000100,ORG-0022,OBL-000528,POL-000220,Low,Review Delay,Review Delay: Cybersecurity obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",IT,Resolved,2026-02-26,2025-07-22T17:52:00,Partially Compliant
FND-000101,ORG-0007,OBL-000540,POL-000063,Medium,Policy Gap,Policy Gap: Trading Risk obligation is partially covered with coverage score 61.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Compliance,In Progress,2026-04-20,2025-09-15T11:40:00,Partially Compliant
FND-000102,ORG-0025,OBL-000711,POL-000250,Medium,Review Delay,Review Delay: Outsourcing obligation is not covered with coverage score 0.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Risk,Open,2026-02-19,2026-03-11T17:08:00,Non-Compliant
FND-000103,ORG-0023,OBL-000534,POL-000234,Low,Control Design Gap,Control Design Gap: Liquidity Risk obligation is fully covered with coverage score 91.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Risk,Open,2026-02-24,2025-09-28T15:38:00,Compliant
FND-000104,ORG-0002,OBL-000739,POL-000016,Medium,Expired Policy,Expired Policy: Trading Risk obligation is fully covered with coverage score 83.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,In Progress,2026-08-20,2026-03-30T11:21:00,Compliant
FND-000105,ORG-0022,OBL-000006,POL-000220,High,Unmapped Obligation,Unmapped Obligation: Trading Risk obligation is partially covered with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Security,Risk Accepted,2026-02-25,2026-02-09T08:14:00,Partially Compliant
FND-000106,ORG-0016,OBL-000251,POL-000160,Medium,Policy Gap,Policy Gap: Trading Risk obligation is partially covered with coverage score 50.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,Open,2026-07-28,2026-03-03T18:02:00,Partially Compliant
FND-000107,ORG-0023,OBL-000230,POL-000231,High,Policy Gap,Policy Gap: Data Privacy obligation is not covered with coverage score 16.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Finance,In Progress,2026-02-14,2025-12-01T14:00:00,Non-Compliant
FND-000108,ORG-0019,OBL-000371,POL-000186,Low,Review Delay,Review Delay: KYC/AML obligation is fully covered with coverage score 83.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Data Governance,Resolved,2026-02-21,2026-06-14T08:34:00,Compliant
FND-000109,ORG-0016,OBL-000057,POL-000163,Critical,Policy Gap,Policy Gap: Cybersecurity obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Legal,Open,2026-08-19,2026-02-02T14:02:00,Partially Compliant
FND-000110,ORG-0017,OBL-000332,POL-000170,Low,Review Delay,Review Delay: Customer Protection obligation is partially covered with coverage score 46.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,In Progress,2026-07-22,2026-06-22T12:36:00,Partially Compliant
FND-000111,ORG-0013,OBL-000023,POL-000125,Medium,Policy Gap,Policy Gap: Customer Protection obligation is not covered with coverage score 34.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Risk,Resolved,2026-01-26,2026-01-11T17:57:00,Non-Compliant
FND-000112,ORG-0004,OBL-000311,POL-000035,Medium,Expired Policy,Expired Policy: Capital Adequacy obligation is needs human review with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",IT,Resolved,2026-04-07,2026-03-02T10:44:00,Partially Compliant
FND-000113,ORG-0026,OBL-000553,POL-000262,Medium,Unmapped Obligation,Unmapped Obligation: Audit & Reporting obligation is partially covered with coverage score 70.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Compliance,Resolved,2026-02-13,2025-12-12T17:36:00,Partially Compliant
FND-000114,ORG-0007,OBL-000457,POL-000072,Medium,Control Design Gap,Control Design Gap: Outsourcing obligation is partially covered with coverage score 70.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",IT,In Progress,2026-04-17,2025-10-29T19:08:00,Partially Compliant
FND-000115,ORG-0027,OBL-000313,POL-000272,Critical,Unmapped Obligation,Unmapped Obligation: Audit & Reporting obligation is partially covered with coverage score 45.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Trading Desk,In Progress,2026-07-07,2026-05-21T15:04:00,Partially Compliant
FND-000116,ORG-0006,OBL-000558,POL-000055,Medium,Unmapped Obligation,Unmapped Obligation: Customer Protection obligation is needs human review with coverage score 56.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,Resolved,2026-05-23,2026-06-13T17:59:00,Partially Compliant
FND-000117,ORG-0020,OBL-000433,POL-000199,High,Expired Policy,Expired Policy: Customer Protection obligation is needs human review with coverage score 47.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Data Governance,Resolved,2026-01-11,2026-04-27T12:28:00,Partially Compliant
FND-000118,ORG-0017,OBL-000500,POL-000174,Medium,Policy Gap,Policy Gap: Disclosure obligation is partially covered with coverage score 52.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Audit,Resolved,2025-12-25,2025-10-30T13:12:00,Partially Compliant
FND-000119,ORG-0006,OBL-000664,POL-000054,High,Control Design Gap,Control Design Gap: Data Privacy obligation is partially covered with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,Open,2026-07-29,2025-10-03T11:17:00,Partially Compliant
FND-000120,ORG-0015,OBL-000007,POL-000149,High,Review Delay,Review Delay: Audit & Reporting obligation is partially covered with coverage score 73.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Finance,In Progress,2026-01-26,2026-06-06T18:17:00,Partially Compliant
FND-000121,ORG-0023,OBL-000328,POL-000230,Low,Policy Gap,Policy Gap: Data Privacy obligation is partially covered with coverage score 81.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Risk,Open,2026-02-13,2025-09-01T09:54:00,Partially Compliant
FND-000122,ORG-0022,OBL-000459,POL-000217,High,Review Delay,Review Delay: Incident Management obligation is not covered with coverage score 40.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",IT,In Progress,2026-05-23,2026-05-13T12:38:00,Non-Compliant
FND-000123,ORG-0008,OBL-000454,POL-000076,High,Policy Gap,Policy Gap: Trading Risk obligation is not covered with coverage score 26.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Audit,Open,2026-06-16,2025-12-17T18:37:00,Non-Compliant
FND-000124,ORG-0014,OBL-000339,POL-000144,Medium,Control Operating Gap,Control Operating Gap: Customer Protection obligation is partially covered with coverage score 74.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Operations,Open,2026-06-18,2026-02-05T12:35:00,Partially Compliant
FND-000125,ORG-0005,OBL-000391,POL-000050,Low,Evidence Gap,Evidence Gap: Cybersecurity obligation is partially covered with coverage score 68.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Risk,Open,2026-07-19,2025-11-16T08:48:00,Partially Compliant
FND-000126,ORG-0004,OBL-000434,POL-000034,High,Unmapped Obligation,Unmapped Obligation: Customer Protection obligation is needs human review with coverage score 32.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Risk,In Progress,2025-12-30,2025-09-01T09:00:00,Non-Compliant
FND-000127,ORG-0027,OBL-000526,POL-000274,High,Evidence Gap,Evidence Gap: Cybersecurity obligation is partially covered with coverage score 63.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",IT,Open,2026-04-20,2025-11-19T11:10:00,Partially Compliant
FND-000128,ORG-0021,OBL-000488,POL-000204,High,Review Delay,Review Delay: Outsourcing obligation is fully covered with coverage score 86.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Data Governance,Open,2026-08-21,2026-05-11T18:42:00,Compliant
FND-000129,ORG-0013,OBL-000404,POL-000132,Critical,Review Delay,Review Delay: Data Privacy obligation is not covered with coverage score 31.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Risk,Open,2026-04-02,2026-01-25T17:35:00,Non-Compliant
FND-000130,ORG-0025,OBL-000469,POL-000257,Low,Unmapped Obligation,Unmapped Obligation: Trading Risk obligation is fully covered with coverage score 86.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Operations,Open,2026-04-11,2026-04-03T17:13:00,Compliant
FND-000131,ORG-0021,OBL-000049,POL-000207,Low,Policy Gap,Policy Gap: Cybersecurity obligation is fully covered with coverage score 84.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",IT,Open,2026-01-05,2025-07-21T08:26:00,Compliant
FND-000132,ORG-0013,OBL-000256,POL-000132,Medium,Review Delay,Review Delay: Outsourcing obligation is partially covered with coverage score 59.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Risk,In Progress,2026-03-21,2025-10-08T11:05:00,Partially Compliant
