control_id,org_id,control_name,control_description,control_owner_team,control_owner_role,control_frequency,automation_level,linked_policy_id,linked_obligation_id,control_effectiveness_score,last_tested_at,test_result
CTL-000122,ORG-0017,Data Privacy Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Vendor attestation.,IT,Risk Manager,Event-based,Semi-automated,POL-000174,OBL-000114,39,2025-07-02,Fail
CTL-000123,ORG-0007,Data Privacy Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Vendor attestation.,Compliance,Risk Manager,Half-yearly,Semi-automated,POL-000071,OBL-000325,80,2026-03-31,Pass
CTL-000124,ORG-0017,Operational Resilience Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Risk assessment.,Risk,ML Reviewer,One-time,Semi-automated,POL-000175,OBL-000743,61,2025-01-25,Pass with Exceptions
CTL-000125,ORG-0027,Incident Management Escalation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Audit sample.,Security,Operations Lead,Daily,Automated,POL-000271,OBL-000510,100,2026-06-29,Pass
CTL-000126,ORG-0025,Incident Management Approval Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Audit sample.,Risk,Compliance Officer,Weekly,Semi-automated,POL-000259,OBL-000068,36,2025-11-21,Fail
CTL-000127,ORG-0017,Outsourcing Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Data retention proof.,Risk,ML Reviewer,Annual,Semi-automated,POL-000170,OBL-000428,99,2025-04-09,Pass
CTL-000128,ORG-0006,Disclosure Reconciliation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Vendor attestation.,Data Governance,Policy Owner,Annual,Semi-automated,POL-000056,OBL-000731,92,2024-11-08,Pass
CTL-000129,ORG-0002,Audit & Reporting Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Access review.,Operations,Data Protection Officer,Event-based,Manual,POL-000015,OBL-000419,62,2024-10-28,Pass with Exceptions
CTL-000130,ORG-0023,Customer Protection Review Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Audit sample.,Finance,Legal Reviewer,One-time,Semi-automated,POL-000235,OBL-000206,100,2025-05-12,Pass
CTL-000131,ORG-0008,Operational Resilience Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Policy document.,IT,Operations Lead,One-time,Semi-automated,POL-000079,OBL-000266,98,2024-11-14,Pass
CTL-000132,ORG-0027,Operational Resilience Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Access review.,Operations,Auditor,Event-based,Semi-automated,POL-000278,OBL-000507,76,2024-11-25,Pass
CTL-000133,ORG-0012,Capital Adequacy Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,Data Governance,Compliance Officer,Weekly,Semi-automated,POL-000119,OBL-000472,65,2026-07-07,Pass with Exceptions
CTL-000134,ORG-0022,Disclosure Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Policy document.,Risk,Admin,Quarterly,Semi-automated,POL-000219,OBL-000517,99,2026-06-02,Pass
CTL-000135,ORG-0025,Cybersecurity Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Audit sample.,Risk,Legal Reviewer,Monthly,Semi-automated,POL-000259,OBL-000446,78,2025-08-13,Pass
CTL-000136,ORG-0004,Audit & Reporting Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Risk assessment.,IT,Security Officer,Weekly,Semi-automated,POL-000040,OBL-000161,100,2025-01-16,Pass
CTL-000137,ORG-0001,Outsourcing Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Training log.,Operations,Data Protection Officer,Event-based,Manual,POL-000011,OBL-000488,46,2024-12-02,Fail
CTL-000138,ORG-0001,Operational Resilience Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Data retention proof.,Data Governance,ML Reviewer,One-time,Semi-automated,POL-000003,OBL-000268,95,2025-12-28,Pass
CTL-000139,ORG-0015,Cybersecurity Approval Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Training log.,Security,Risk Manager,Half-yearly,Automated,POL-000150,OBL-000049,100,2025-10-07,Pass
CTL-000140,ORG-0028,Data Privacy Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Compliance,Risk Manager,Weekly,Semi-automated,POL-000289,OBL-000702,92,2025-10-24,Pass
CTL-000141,ORG-0010,Customer Protection Review Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Transaction report.,Compliance,Operations Lead,Quarterly,Semi-automated,POL-000102,OBL-000498,100,2025-11-05,Pass
CTL-000142,ORG-0006,Liquidity Risk Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for System report.,IT,Legal Reviewer,Half-yearly,Manual,POL-000062,OBL-000040,95,2025-01-26,Pass
CTL-000143,ORG-0027,Cybersecurity Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Data retention proof.,Legal,Data Protection Officer,Half-yearly,Manual,POL-000274,OBL-000034,100,2025-03-26,Pass
CTL-000144,ORG-0027,Incident Management Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Audit sample.,Legal,Compliance Officer,Monthly,Manual,POL-000273,OBL-000458,81,2026-04-21,Pass
CTL-000145,ORG-0028,Cybersecurity Reconciliation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Training log.,Audit,Operations Lead,Annual,Semi-automated,POL-000283,OBL-000619,49,2025-06-03,Fail
CTL-000146,ORG-0015,Disclosure Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Board minutes.,Risk,Data Protection Officer,Quarterly,Semi-automated,POL-000153,OBL-000399,67,2025-07-01,Pass with Exceptions
CTL-000147,ORG-0022,Customer Protection Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Transaction report.,IT,Auditor,Monthly,Manual,POL-000221,OBL-000417,76,2026-03-18,Pass
CTL-000148,ORG-0006,Capital Adequacy Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Access review.,Security,Risk Manager,Monthly,Semi-automated,POL-000052,OBL-000309,100,2025-04-09,Pass
CTL-000149,ORG-0028,Disclosure Review Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,Risk,Operations Lead,Half-yearly,Manual,POL-000288,OBL-000708,100,2026-03-03,Pass
CTL-000150,ORG-0024,Cybersecurity Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Training log.,Legal,Risk Manager,Half-yearly,Manual,POL-000239,OBL-000049,83,2024-12-24,Pass
CTL-000151,ORG-0027,Liquidity Risk Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Finance,Legal Reviewer,Weekly,Semi-automated,POL-000272,OBL-000654,75,2024-11-20,Pass
CTL-000152,ORG-0020,Disclosure Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Audit sample.,Operations,Legal Reviewer,Weekly,Semi-automated,POL-000196,OBL-000637,81,2024-11-28,Pass
CTL-000153,ORG-0002,Cybersecurity Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,Data Governance,Compliance Officer,Quarterly,Semi-automated,POL-000020,OBL-000719,42,2026-06-19,Fail
CTL-000154,ORG-0008,Audit & Reporting Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Data Governance,Admin,Event-based,Automated,POL-000078,OBL-000120,100,2025-12-12,Pass
CTL-000155,ORG-0007,Cybersecurity Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Trading Desk,ML Reviewer,Half-yearly,Semi-automated,POL-000070,OBL-000162,56,2025-03-14,Pass with Exceptions
CTL-000156,ORG-0006,Cybersecurity Reconciliation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Finance,Risk Manager,Half-yearly,Semi-automated,POL-000057,OBL-000221,91,2024-11-09,Pass
CTL-000157,ORG-0028,Cybersecurity Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Data retention proof.,Audit,Auditor,Half-yearly,Semi-automated,POL-000283,OBL-000615,69,2024-12-26,Pass with Exceptions
CTL-000158,ORG-0002,Incident Management Review Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Incident record.,Audit,Admin,Weekly,Manual,POL-000017,OBL-000425,68,2025-06-12,Pass with Exceptions
CTL-000159,ORG-0030,Audit & Reporting Monitoring Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Policy document.,IT,Admin,Half-yearly,Semi-automated,POL-000309,OBL-000567,98,2025-06-15,Pass
CTL-000160,ORG-0012,KYC/AML Reconciliation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Vendor attestation.,IT,Legal Reviewer,Monthly,Manual,POL-000120,OBL-000370,82,2026-05-31,Pass
