obligation_id,circular_id,regulator_code,sector,category,obligation_type,obligation_text,accountable_actor,action_required,frequency,evidence_required,due_days_from_effective_date,penalty_risk,risk_weight,expected_control,created_by_extractor,extractor_confidence
OBL-000092,CIR-00026,MOF,Banking,Data Privacy,Disclose,Risk Manager must retain supporting records for audit and supervisory review for Data Privacy under MOF circular CIR-00026 on a daily basis.,Risk Manager,retain supporting records for audit and supervisory review,Daily,Audit sample,7,Medium,48,Exception workflow,llm_extractor_v1,0.916
OBL-000093,CIR-00026,MOF,Banking,Data Privacy,Notify,Security Officer must notify stakeholders when material incidents occur for Data Privacy under MOF circular CIR-00026 on a quarterly basis.,Security Officer,notify stakeholders when material incidents occur,Quarterly,Vendor attestation,120,High,70,Data quality validation,llm_extractor_v1,0.94
OBL-000094,CIR-00026,MOF,Banking,Data Privacy,Report,Legal Reviewer must perform periodic control testing and document exceptions for Data Privacy under MOF circular CIR-00026 on a event-based basis.,Legal Reviewer,perform periodic control testing and document exceptions,Event-based,System report,120,Medium,43,Risk committee sign-off,llm_extractor_v1,0.8
OBL-000095,CIR-00027,IRDAI,Brokerage,Capital Adequacy,Validate,Auditor must retain supporting records for audit and supervisory review for Capital Adequacy under IRDAI circular CIR-00027 on a one-time basis.,Auditor,retain supporting records for audit and supervisory review,One-time,Access review,90,Low,20,Automated reconciliation,llm_extractor_v1,0.732
OBL-000096,CIR-00027,IRDAI,Brokerage,Capital Adequacy,Monitor,Admin must retain supporting records for audit and supervisory review for Capital Adequacy under IRDAI circular CIR-00027 on a half-yearly basis.,Admin,retain supporting records for audit and supervisory review,Half-yearly,Training log,90,Medium,50,Risk committee sign-off,llm_extractor_v1,0.738
OBL-000097,CIR-00027,IRDAI,Brokerage,Capital Adequacy,Implement,Auditor must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under IRDAI circular CIR-00027 on a quarterly basis.,Auditor,monitor threshold breaches and escalate unresolved cases,Quarterly,Training log,120,High,74,Dashboard alert,rule_engine_v1,0.711
OBL-000098,CIR-00027,IRDAI,Brokerage,Capital Adequacy,Maintain,Compliance Officer must update the internal policy and maintain approval evidence for Capital Adequacy under IRDAI circular CIR-00027 on a event-based basis.,Compliance Officer,update the internal policy and maintain approval evidence,Event-based,Transaction report,30,High,74,Dashboard alert,llm_extractor_v1,0.966
OBL-000099,CIR-00028,FIU-IND,Mutual Funds,Data Privacy,Retain,Legal Reviewer must validate system calculations against approved methodology for Data Privacy under FIU-IND circular CIR-00028 on a weekly basis.,Legal Reviewer,validate system calculations against approved methodology,Weekly,Audit sample,60,Medium,42,Maker-checker approval,llm_extractor_v1,0.803
OBL-000100,CIR-00028,FIU-IND,Mutual Funds,Data Privacy,Validate,Operations Lead must validate system calculations against approved methodology for Data Privacy under FIU-IND circular CIR-00028 on a one-time basis.,Operations Lead,validate system calculations against approved methodology,One-time,Audit sample,120,High,67,Data quality validation,llm_extractor_v1,0.882
OBL-000101,CIR-00028,FIU-IND,Mutual Funds,Data Privacy,Retain,Compliance Officer must monitor threshold breaches and escalate unresolved cases for Data Privacy under FIU-IND circular CIR-00028 on a half-yearly basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Half-yearly,Board minutes,7,Medium,45,Dashboard alert,llm_extractor_v1,0.755
OBL-000102,CIR-00028,FIU-IND,Mutual Funds,Data Privacy,Validate,Legal Reviewer must notify stakeholders when material incidents occur for Data Privacy under FIU-IND circular CIR-00028 on a quarterly basis.,Legal Reviewer,notify stakeholders when material incidents occur,Quarterly,Training log,30,Critical,90,Monthly review checklist,llm_extractor_v1,0.741
OBL-000103,CIR-00029,FIU-IND,NBFC,Disclosure,Monitor,Data Protection Officer must submit a compliance confirmation report to management for Disclosure under FIU-IND circular CIR-00029 on a annual basis.,Data Protection Officer,submit a compliance confirmation report to management,Annual,Access review,60,Medium,50,Risk committee sign-off,llm_extractor_v1,0.889
OBL-000104,CIR-00029,FIU-IND,NBFC,Disclosure,Implement,Auditor must submit a compliance confirmation report to management for Disclosure under FIU-IND circular CIR-00029 on a annual basis.,Auditor,submit a compliance confirmation report to management,Annual,Risk assessment,90,High,67,Data quality validation,llm_extractor_v1,0.731
OBL-000105,CIR-00029,FIU-IND,NBFC,Disclosure,Retain,ML Reviewer must review customer or transaction risk indicators for Disclosure under FIU-IND circular CIR-00029 on a weekly basis.,ML Reviewer,review customer or transaction risk indicators,Weekly,Data retention proof,30,High,69,Maker-checker approval,llm_extractor_v1,0.88
OBL-000106,CIR-00029,FIU-IND,NBFC,Disclosure,Report,Data Protection Officer must perform periodic control testing and document exceptions for Disclosure under FIU-IND circular CIR-00029 on a monthly basis.,Data Protection Officer,perform periodic control testing and document exceptions,Monthly,Access review,30,Medium,44,Dashboard alert,llm_extractor_v1,0.842
OBL-000107,CIR-00030,SEBI,Capital Markets,Cybersecurity,Monitor,Risk Manager must review customer or transaction risk indicators for Cybersecurity under SEBI circular CIR-00030 on a one-time basis.,Risk Manager,review customer or transaction risk indicators,One-time,Risk assessment,60,High,68,Monthly review checklist,llm_extractor_v1,0.763
OBL-000108,CIR-00030,SEBI,Capital Markets,Cybersecurity,Monitor,Risk Manager must validate system calculations against approved methodology for Cybersecurity under SEBI circular CIR-00030 on a event-based basis.,Risk Manager,validate system calculations against approved methodology,Event-based,Vendor attestation,45,High,75,Monthly review checklist,llm_extractor_v1,0.866
OBL-000109,CIR-00030,SEBI,Capital Markets,Cybersecurity,Monitor,Admin must validate system calculations against approved methodology for Cybersecurity under SEBI circular CIR-00030 on a annual basis.,Admin,validate system calculations against approved methodology,Annual,Data retention proof,7,High,66,Monthly review checklist,llm_extractor_v1,0.771
OBL-000110,CIR-00030,SEBI,Capital Markets,Cybersecurity,Approve,Security Officer must retain supporting records for audit and supervisory review for Cybersecurity under SEBI circular CIR-00030 on a quarterly basis.,Security Officer,retain supporting records for audit and supervisory review,Quarterly,Transaction report,120,High,70,Data quality validation,llm_extractor_v1,0.733
OBL-000111,CIR-00031,MOF,NBFC,Capital Adequacy,Review,Legal Reviewer must perform periodic control testing and document exceptions for Capital Adequacy under MOF circular CIR-00031 on a monthly basis.,Legal Reviewer,perform periodic control testing and document exceptions,Monthly,Data retention proof,45,Medium,41,Automated reconciliation,rule_engine_v1,0.935
OBL-000112,CIR-00031,MOF,NBFC,Capital Adequacy,Validate,Security Officer must perform periodic control testing and document exceptions for Capital Adequacy under MOF circular CIR-00031 on a one-time basis.,Security Officer,perform periodic control testing and document exceptions,One-time,Board minutes,60,Low,17,Automated reconciliation,llm_extractor_v1,0.937
OBL-000113,CIR-00032,SEBI,Payments,Data Privacy,Implement,Data Protection Officer must submit a compliance confirmation report to management for Data Privacy under SEBI circular CIR-00032 on a monthly basis.,Data Protection Officer,submit a compliance confirmation report to management,Monthly,Access review,120,Low,17,Maker-checker approval,rule_engine_v1,0.783
OBL-000114,CIR-00032,SEBI,Payments,Data Privacy,Monitor,ML Reviewer must retain supporting records for audit and supervisory review for Data Privacy under SEBI circular CIR-00032 on a event-based basis.,ML Reviewer,retain supporting records for audit and supervisory review,Event-based,Vendor attestation,15,Medium,48,Monthly review checklist,llm_extractor_v1,0.812
OBL-000115,CIR-00032,SEBI,Payments,Data Privacy,Notify,ML Reviewer must retain supporting records for audit and supervisory review for Data Privacy under SEBI circular CIR-00032 on a annual basis.,ML Reviewer,retain supporting records for audit and supervisory review,Annual,Audit sample,45,High,73,Risk committee sign-off,llm_extractor_v1,0.808
OBL-000116,CIR-00032,SEBI,Payments,Data Privacy,Monitor,Policy Owner must retain supporting records for audit and supervisory review for Data Privacy under SEBI circular CIR-00032 on a annual basis.,Policy Owner,retain supporting records for audit and supervisory review,Annual,Access review,60,Low,17,Dashboard alert,rule_engine_v1,0.835
OBL-000117,CIR-00033,SEBI,NBFC,Audit & Reporting,Retain,Security Officer must retain supporting records for audit and supervisory review for Audit & Reporting under SEBI circular CIR-00033 on a quarterly basis.,Security Officer,retain supporting records for audit and supervisory review,Quarterly,Board minutes,120,High,65,Dashboard alert,rule_engine_v1,0.936
OBL-000118,CIR-00033,SEBI,NBFC,Audit & Reporting,Disclose,Policy Owner must validate system calculations against approved methodology for Audit & Reporting under SEBI circular CIR-00033 on a annual basis.,Policy Owner,validate system calculations against approved methodology,Annual,Training log,15,High,69,Automated reconciliation,llm_extractor_v1,0.749
OBL-000119,CIR-00033,SEBI,NBFC,Audit & Reporting,Notify,ML Reviewer must retain supporting records for audit and supervisory review for Audit & Reporting under SEBI circular CIR-00033 on a quarterly basis.,ML Reviewer,retain supporting records for audit and supervisory review,Quarterly,Access review,120,Medium,41,Monthly review checklist,rule_engine_v1,0.712
OBL-000120,CIR-00033,SEBI,NBFC,Audit & Reporting,Retain,Admin must notify stakeholders when material incidents occur for Audit & Reporting under SEBI circular CIR-00033 on a event-based basis.,Admin,notify stakeholders when material incidents occur,Event-based,Access review,7,Medium,42,Maker-checker approval,llm_extractor_v1,0.686
OBL-000121,CIR-00033,SEBI,NBFC,Audit & Reporting,Maintain,Policy Owner must notify stakeholders when material incidents occur for Audit & Reporting under SEBI circular CIR-00033 on a quarterly basis.,Policy Owner,notify stakeholders when material incidents occur,Quarterly,Access review,15,High,66,Monthly review checklist,rule_engine_v1,0.743
OBL-000122,CIR-00034,SEBI,NBFC,Capital Adequacy,Approve,Data Protection Officer must update the internal policy and maintain approval evidence for Capital Adequacy under SEBI circular CIR-00034 on a event-based basis.,Data Protection Officer,update the internal policy and maintain approval evidence,Event-based,Incident record,120,Medium,42,Maker-checker approval,rule_engine_v1,0.794
OBL-000123,CIR-00034,SEBI,NBFC,Capital Adequacy,Validate,Auditor must retain supporting records for audit and supervisory review for Capital Adequacy under SEBI circular CIR-00034 on a event-based basis.,Auditor,retain supporting records for audit and supervisory review,Event-based,Policy document,120,High,65,Automated reconciliation,llm_extractor_v1,0.887
OBL-000124,CIR-00034,SEBI,NBFC,Capital Adequacy,Disclose,Compliance Officer must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under SEBI circular CIR-00034 on a event-based basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Event-based,Training log,120,Medium,41,Risk committee sign-off,llm_extractor_v1,0.878
OBL-000125,CIR-00034,SEBI,NBFC,Capital Adequacy,Approve,Compliance Officer must perform periodic control testing and document exceptions for Capital Adequacy under SEBI circular CIR-00034 on a half-yearly basis.,Compliance Officer,perform periodic control testing and document exceptions,Half-yearly,Policy document,90,Medium,44,Risk committee sign-off,llm_extractor_v1,0.695
OBL-000126,CIR-00034,SEBI,NBFC,Capital Adequacy,Implement,Security Officer must review customer or transaction risk indicators for Capital Adequacy under SEBI circular CIR-00034 on a daily basis.,Security Officer,review customer or transaction risk indicators,Daily,Training log,120,Low,19,Automated reconciliation,llm_extractor_v1,0.75
