drift_id,org_id,previous_policy_id,new_circular_id,drift_type,old_requirement,new_requirement,drift_score,impacted_departments,recommended_action,ground_truth_label,created_at
DRF-000468,ORG-0022,POL-000218,CIR-00049,Reporting Frequency Changed,annual review,quarterly review,58,Risk,"Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Minor Drift,2025-11-25T17:20:00
DRF-000469,ORG-0007,POL-000067,CIR-00177,Threshold Changed,basic due diligence,enhanced due diligence for high-risk customers,52,"Compliance,Security","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2025-09-01T14:10:00
DRF-000470,ORG-0009,POL-000085,CIR-00220,Reporting Frequency Changed,board noting,board approval with action tracker,32,"Operations,Risk","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",No Action Required,2025-10-29T19:42:00
DRF-000471,ORG-0023,POL-000236,CIR-00193,Reporting Frequency Changed,static limits,dynamic risk-based limits,32,"Compliance,Audit","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2025-04-26T11:14:00
DRF-000472,ORG-0015,POL-000156,CIR-00005,Retention Period Changed,board noting,board approval with action tracker,54,Risk,"Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2025-06-01T19:58:00
DRF-000473,ORG-0002,POL-000019,CIR-00206,Timeline Tightened,static limits,dynamic risk-based limits,67,"IT,Compliance,Data Governance","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Minor Drift,2025-10-26T17:59:00
DRF-000474,ORG-0001,POL-000003,CIR-00186,Retention Period Changed,manual evidence upload,system-generated evidence hash,26,"IT,Audit,Compliance","Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",No Action Required,2025-11-05T20:09:00
DRF-000475,ORG-0009,POL-000087,CIR-00016,New Control Required,periodic audit,continuous monitoring dashboard,50,IT,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",Minor Drift,2026-03-15T15:55:00
DRF-000476,ORG-0015,POL-000149,CIR-00039,Threshold Changed,static limits,dynamic risk-based limits,70,"Operations,Security","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",Material Drift,2026-02-06T13:56:00
DRF-000477,ORG-0028,POL-000289,CIR-00179,Timeline Tightened,static limits,dynamic risk-based limits,31,"Data Governance,Compliance,IT","Revise policy from static limits to dynamic risk-based limits, update controls, and collect new evidence.",No Action Required,2025-12-21T13:50:00
DRF-000478,ORG-0018,POL-000182,CIR-00195,Evidence Standard Changed,board noting,board approval with action tracker,57,"Finance,Data Governance,Risk","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2025-11-04T15:50:00
DRF-000479,ORG-0028,POL-000290,CIR-00044,Scope Expanded,manual evidence upload,system-generated evidence hash,76,Audit,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2026-06-05T13:09:00
DRF-000480,ORG-0013,POL-000125,CIR-00124,Threshold Changed,manual evidence upload,system-generated evidence hash,80,Audit,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Material Drift,2025-11-01T16:15:00
DRF-000481,ORG-0028,POL-000288,CIR-00036,Evidence Standard Changed,annual review,quarterly review,75,"IT,Data Governance","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Material Drift,2025-08-05T15:05:00
DRF-000482,ORG-0008,POL-000076,CIR-00035,Evidence Standard Changed,basic due diligence,enhanced due diligence for high-risk customers,94,"Finance,Operations,Security","Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Material Drift,2026-01-03T09:14:00
DRF-000483,ORG-0001,POL-000001,CIR-00078,Threshold Changed,sample testing,complete population testing for high-risk items,38,"Finance,Risk","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",No Action Required,2026-03-03T13:15:00
DRF-000484,ORG-0024,POL-000248,CIR-00187,Timeline Tightened,sample testing,complete population testing for high-risk items,63,"Risk,IT,Trading Desk","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2026-03-15T14:10:00
DRF-000485,ORG-0030,POL-000308,CIR-00001,Threshold Changed,board noting,board approval with action tracker,68,Compliance,"Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2026-05-29T09:02:00
DRF-000486,ORG-0014,POL-000138,CIR-00147,Evidence Standard Changed,basic due diligence,enhanced due diligence for high-risk customers,68,IT,"Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",Minor Drift,2026-02-02T11:45:00
DRF-000487,ORG-0005,POL-000050,CIR-00084,Threshold Changed,sample testing,complete population testing for high-risk items,69,Security,"Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Minor Drift,2025-09-24T08:42:00
DRF-000488,ORG-0003,POL-000029,CIR-00019,New Control Required,periodic audit,continuous monitoring dashboard,27,Trading Desk,"Revise policy from periodic audit to continuous monitoring dashboard, update controls, and collect new evidence.",No Action Required,2025-08-27T20:45:00
DRF-000489,ORG-0007,POL-000069,CIR-00166,Scope Expanded,manual evidence upload,system-generated evidence hash,63,Security,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2025-06-19T20:42:00
DRF-000490,ORG-0022,POL-000221,CIR-00025,Scope Expanded,manual evidence upload,system-generated evidence hash,59,Data Governance,"Revise policy from manual evidence upload to system-generated evidence hash, update controls, and collect new evidence.",Minor Drift,2026-05-17T19:10:00
DRF-000491,ORG-0003,POL-000023,CIR-00021,Approval Level Increased,sample testing,complete population testing for high-risk items,89,"Operations,Compliance","Revise policy from sample testing to complete population testing for high-risk items, update controls, and collect new evidence.",Material Drift,2025-04-18T18:24:00
DRF-000492,ORG-0002,POL-000016,CIR-00167,Retention Period Changed,informal escalation,formal incident notification within 24 hours,97,"Data Governance,Trading Desk,Operations","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Material Drift,2025-11-20T19:29:00
DRF-000493,ORG-0012,POL-000122,CIR-00190,Evidence Standard Changed,board noting,board approval with action tracker,22,"Audit,Security,Data Governance","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",No Action Required,2025-06-04T08:30:00
DRF-000494,ORG-0005,POL-000049,CIR-00156,Timeline Tightened,board noting,board approval with action tracker,44,"Finance,Security","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2026-01-19T12:44:00
DRF-000495,ORG-0003,POL-000024,CIR-00061,Reporting Frequency Changed,annual review,quarterly review,60,"Legal,Audit","Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Minor Drift,2026-05-21T13:20:00
DRF-000496,ORG-0010,POL-000102,CIR-00181,Scope Expanded,board noting,board approval with action tracker,41,"Data Governance,Risk,Security","Revise policy from board noting to board approval with action tracker, update controls, and collect new evidence.",Minor Drift,2025-05-11T11:48:00
DRF-000497,ORG-0013,POL-000135,CIR-00052,New Control Required,informal escalation,formal incident notification within 24 hours,60,"Finance,Risk,Operations","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Minor Drift,2025-07-12T19:12:00
DRF-000498,ORG-0030,POL-000314,CIR-00055,New Control Required,annual review,quarterly review,74,Operations,"Revise policy from annual review to quarterly review, update controls, and collect new evidence.",Material Drift,2025-05-20T09:07:00
DRF-000499,ORG-0022,POL-000218,CIR-00127,Approval Level Increased,informal escalation,formal incident notification within 24 hours,73,"Audit,Compliance","Revise policy from informal escalation to formal incident notification within 24 hours, update controls, and collect new evidence.",Material Drift,2025-12-12T10:47:00
DRF-000500,ORG-0004,POL-000037,CIR-00190,Scope Expanded,basic due diligence,enhanced due diligence for high-risk customers,39,Risk,"Revise policy from basic due diligence to enhanced due diligence for high-risk customers, update controls, and collect new evidence.",No Action Required,2025-05-04T09:33:00
