mapping_id,org_id,policy_id,obligation_id,coverage_status,coverage_score,matched_policy_clause,gap_summary,ai_confidence,review_status,reviewed_by,reviewed_at
MAP-0000118,ORG-0003,POL-000026,OBL-000019,Fully Covered,89,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.801,Accepted,USR-00111,2026-02-14T08:44:00
MAP-0000119,ORG-0003,POL-000022,OBL-000627,Fully Covered,86,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.699,Pending Review,USR-00053,2025-11-09T14:34:00
MAP-0000120,ORG-0003,POL-000032,OBL-000206,Fully Covered,96,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.864,Accepted,USR-00055,2025-02-27T13:06:00
MAP-0000121,ORG-0003,POL-000021,OBL-000718,Fully Covered,95,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.661,Accepted,USR-00116,2025-02-18T09:21:00
MAP-0000122,ORG-0003,POL-000024,OBL-000020,Partially Covered,50,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.894,Pending Review,USR-00138,2026-04-24T20:15:00
MAP-0000123,ORG-0003,POL-000021,OBL-000403,Fully Covered,90,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.804,Pending Review,USR-00002,2025-12-02T11:50:00
MAP-0000124,ORG-0003,POL-000027,OBL-000095,Not Covered,6,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.65,Accepted,USR-00148,2025-04-29T08:27:00
MAP-0000125,ORG-0003,POL-000032,OBL-000344,Fully Covered,93,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.876,Accepted,USR-00043,2024-08-15T19:06:00
MAP-0000126,ORG-0003,POL-000031,OBL-000628,Partially Covered,62,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.685,Pending Review,USR-00060,2024-09-03T19:11:00
MAP-0000127,ORG-0003,POL-000024,OBL-000421,Not Covered,12,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.665,Accepted,USR-00116,2025-03-07T17:08:00
MAP-0000128,ORG-0003,POL-000021,OBL-000163,Fully Covered,88,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.745,Pending Review,USR-00077,2025-10-04T10:44:00
MAP-0000129,ORG-0003,POL-000022,OBL-000542,Not Covered,10,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.781,Accepted,USR-00096,2024-08-23T16:11:00
MAP-0000130,ORG-0003,POL-000031,OBL-000097,Not Covered,26,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.657,Pending Review,USR-00055,2024-10-01T10:26:00
MAP-0000131,ORG-0003,POL-000022,OBL-000383,Fully Covered,87,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.71,Accepted,USR-00143,2026-06-12T16:57:00
MAP-0000132,ORG-0003,POL-000030,OBL-000342,Not Covered,37,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.955,Pending Review,USR-00041,2026-03-19T16:42:00
MAP-0000133,ORG-0003,POL-000030,OBL-000623,Fully Covered,96,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.764,Pending Review,USR-00114,2025-04-30T13:16:00
MAP-0000134,ORG-0003,POL-000030,OBL-000384,Fully Covered,82,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.687,Accepted,USR-00138,2025-11-07T09:55:00
MAP-0000135,ORG-0003,POL-000030,OBL-000455,Fully Covered,86,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",No major gap identified.,0.926,Accepted,USR-00137,2024-11-11T16:30:00
MAP-0000136,ORG-0003,POL-000027,OBL-000719,Needs Human Review,57,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.862,Pending Review,USR-00014,2025-12-31T10:34:00
MAP-0000137,ORG-0003,POL-000024,OBL-000420,Partially Covered,60,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.929,Accepted,USR-00140,2024-10-02T11:34:00
MAP-0000138,ORG-0003,POL-000029,OBL-000205,Fully Covered,98,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.803,Accepted,USR-00086,2026-02-01T10:52:00
MAP-0000139,ORG-0003,POL-000023,OBL-000541,Fully Covered,97,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.909,Accepted,USR-00057,2026-05-01T09:33:00
MAP-0000140,ORG-0003,POL-000023,OBL-000620,Partially Covered,49,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.764,Pending Review,USR-00021,2025-06-13T15:10:00
MAP-0000141,ORG-0003,POL-000031,OBL-000385,Fully Covered,92,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.63,Pending Review,USR-00007,2026-05-30T19:01:00
MAP-0000142,ORG-0003,POL-000033,OBL-000170,Partially Covered,50,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.73,Pending Review,USR-00150,2024-10-10T09:44:00
MAP-0000143,ORG-0003,POL-000024,OBL-000089,Fully Covered,85,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.769,Pending Review,USR-00096,2024-09-15T20:40:00
MAP-0000144,ORG-0003,POL-000032,OBL-000419,Needs Human Review,21,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.865,Rejected,USR-00081,2025-08-11T18:07:00
MAP-0000145,ORG-0003,POL-000033,OBL-000343,Needs Human Review,61,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.719,Accepted,USR-00041,2024-10-14T16:52:00
MAP-0000146,ORG-0003,POL-000023,OBL-000410,Partially Covered,81,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.804,Accepted,USR-00134,2024-10-05T10:11:00
MAP-0000147,ORG-0003,POL-000033,OBL-000425,Fully Covered,83,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.727,Accepted,USR-00130,2025-10-07T15:01:00
MAP-0000148,ORG-0003,POL-000021,OBL-000540,Partially Covered,45,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.845,Pending Review,USR-00097,2025-07-07T18:21:00
MAP-0000149,ORG-0003,POL-000022,OBL-000230,Fully Covered,98,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.714,Accepted,USR-00097,2026-02-15T09:15:00
MAP-0000150,ORG-0003,POL-000027,OBL-000441,Fully Covered,90,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.794,Rejected,USR-00095,2026-05-27T08:23:00
MAP-0000151,ORG-0003,POL-000025,OBL-000721,Not Covered,36,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.748,Accepted,USR-00011,2026-04-20T15:03:00
MAP-0000152,ORG-0003,POL-000027,OBL-000720,Fully Covered,95,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.825,Pending Review,USR-00118,2026-04-12T13:50:00
MAP-0000153,ORG-0003,POL-000021,OBL-000022,Partially Covered,78,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.683,Accepted,USR-00069,2024-09-05T09:55:00
MAP-0000154,ORG-0003,POL-000027,OBL-000098,Fully Covered,98,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.662,Accepted,USR-00136,2024-07-24T12:40:00
MAP-0000155,ORG-0003,POL-000032,OBL-000630,Fully Covered,87,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.806,Accepted,USR-00064,2025-12-29T11:24:00
MAP-0000156,ORG-0003,POL-000032,OBL-000533,Partially Covered,78,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.84,Accepted,USR-00063,2024-12-24T18:04:00
MAP-0000157,ORG-0003,POL-000023,OBL-000228,Partially Covered,63,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.867,Accepted,USR-00079,2025-09-09T12:10:00
MAP-0000158,ORG-0003,POL-000021,OBL-000087,Fully Covered,95,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.877,Accepted,USR-00136,2025-10-03T11:06:00
MAP-0000159,ORG-0003,POL-000025,OBL-000402,Needs Human Review,36,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.648,Pending Review,USR-00100,2025-05-13T18:24:00
MAP-0000160,ORG-0003,POL-000023,OBL-000352,Fully Covered,93,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.878,Pending Review,USR-00011,2025-01-26T14:50:00
MAP-0000161,ORG-0003,POL-000024,OBL-000748,Partially Covered,68,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.736,Pending Review,USR-00076,2025-01-31T19:01:00
MAP-0000162,ORG-0003,POL-000031,OBL-000285,Fully Covered,94,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.725,Pending Review,USR-00075,2025-12-26T17:52:00
MAP-0000163,ORG-0003,POL-000029,OBL-000451,Partially Covered,46,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.882,Pending Review,USR-00095,2025-03-23T16:44:00
