example_id,utterance,intent_label,entities_json,split
INT-000564,Find latest SEBI requirements for Trading Risk,search_circular,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000607""}",train
INT-000565,Is our policy covering obligation OBL-000488?,check_policy_gap,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000488""}",train
INT-000566,Set owner for obligation OBL-000375,assign_owner,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000375""}",train
INT-000567,Compare policy POL-000028 with new circular CIR-00022,compare_policy_versions,"{""category"": ""Disclosure"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000739""}",train
INT-000568,Set owner for obligation OBL-000266,assign_owner,"{""category"": ""Data Privacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000266""}",train
INT-000569,Give executive summary for NPCI circular,summarize_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000733""}",validation
INT-000570,Extract action items from CIR-00216,extract_obligations,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000640""}",train
INT-000571,List recent LLM review events,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000652""}",train
INT-000572,What is due this month?,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000073""}",train
INT-000573,Why is ORG-0021 high risk?,explain_risk_score,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000649""}",train
INT-000574,Why is OBL-000740 marked partial?,check_policy_gap,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000740""}",test
INT-000575,Explain the risk score for ORG-0028,explain_risk_score,"{""category"": ""Disclosure"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000616""}",test
INT-000576,Which circular talks about KYC/AML risk?,search_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000003""}",validation
INT-000577,Show circulars related to Capital Adequacy for FinTech,search_circular,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000298""}",train
INT-000578,Assign this finding to Security,assign_owner,"{""category"": ""KYC/AML"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000083""}",train
INT-000579,Compare policy POL-000191 with new circular CIR-00044,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000419""}",train
INT-000580,Export risk report for this month,generate_report,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000301""}",train
INT-000581,Which evidence is rejected for ORG-0012?,show_evidence_status,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000592""}",train
INT-000582,Tell me what we must do for Incident Management,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000590""}",test
INT-000583,Why is OBL-000428 marked partial?,check_policy_gap,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000428""}",test
INT-000584,What is due this month?,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000672""}",train
INT-000585,Summarize CIR-00104 in simple words,summarize_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000470""}",train
INT-000586,Extract action items from CIR-00009,extract_obligations,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000727""}",train
INT-000587,Give executive summary for NPCI circular,summarize_circular,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000730""}",train
INT-000588,How do I fix Operational Resilience gaps?,create_remediation_plan,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000445""}",test
INT-000589,Create remediation steps for finding FND-000089,create_remediation_plan,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000685""}",train
INT-000590,Show obligations due in 30 days,deadline_query,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000338""}",validation
INT-000591,Set owner for obligation OBL-000505,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000505""}",train
INT-000592,Show obligations due in 30 days,deadline_query,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000516""}",train
INT-000593,Show drift for POL-000089,compare_policy_versions,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000682""}",train
INT-000594,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000643""}",train
INT-000595,What obligations are in circular CIR-00154?,extract_obligations,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000267""}",train
INT-000596,Assign this finding to Audit,assign_owner,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000627""}",train
INT-000597,Show audit trail for MAP-0000119,show_audit_trail,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000159""}",train
INT-000598,Set owner for obligation OBL-000155,assign_owner,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000155""}",validation
INT-000599,Prepare board summary for open findings,generate_report,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000560""}",validation
INT-000600,Extract action items from CIR-00133,extract_obligations,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000505""}",validation
INT-000601,Generate compliance report for ORG-0023,generate_report,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000577""}",train
INT-000602,How do I fix Outsourcing gaps?,create_remediation_plan,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000195""}",train
INT-000603,Show obligations due in 30 days,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000477""}",validation
INT-000604,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000405""}",train
INT-000605,List recent LLM review events,show_audit_trail,"{""category"": ""KYC/AML"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000453""}",train
INT-000606,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000037""}",train
INT-000607,Assign this finding to Data Governance,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000369""}",train
INT-000608,Set owner for obligation OBL-000113,assign_owner,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000113""}",train
INT-000609,Show circulars related to Liquidity Risk for FinTech,search_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000466""}",train
INT-000610,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000041""}",train
INT-000611,Which circular talks about Capital Adequacy risk?,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000181""}",train
INT-000612,Which circular talks about Outsourcing risk?,search_circular,"{""category"": ""Disclosure"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000595""}",train
INT-000613,Show drift for POL-000082,compare_policy_versions,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000688""}",train
INT-000614,Generate compliance report for ORG-0017,generate_report,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000348""}",train
INT-000615,Find latest FIU-IND requirements for Capital Adequacy,search_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000253""}",train
INT-000616,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000167""}",validation
INT-000617,Do we have proof for obligation OBL-000133?,show_evidence_status,"{""category"": ""Cybersecurity"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000133""}",train
INT-000618,Compare policy POL-000166 with new circular CIR-00199,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000148""}",train
INT-000619,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000039""}",train
INT-000620,Set owner for obligation OBL-000322,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000322""}",train
INT-000621,Why is ORG-0009 high risk?,explain_risk_score,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000262""}",train
INT-000622,What is the main point of CIR-00063?,summarize_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000100""}",test
INT-000623,Show audit trail for MAP-0000605,show_audit_trail,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000180""}",test
INT-000624,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000303""}",validation
INT-000625,Who approved this mapping?,show_audit_trail,"{""category"": ""Outsourcing"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000627""}",train
INT-000626,Show circulars related to Operational Resilience for NBFC,search_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000264""}",train
INT-000627,Who approved this mapping?,show_audit_trail,"{""category"": ""Trading Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000011""}",train
INT-000628,Which circular talks about Liquidity Risk risk?,search_circular,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000476""}",train
INT-000629,Do we have proof for obligation OBL-000607?,show_evidence_status,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000607""}",train
INT-000630,How do I fix Customer Protection gaps?,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000409""}",train
INT-000631,Find latest NPCI requirements for KYC/AML,search_circular,"{""category"": ""Operational Resilience"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000216""}",test
INT-000632,Why is ORG-0029 high risk?,explain_risk_score,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000281""}",train
INT-000633,Who should own Data Privacy remediation?,assign_owner,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000479""}",train
INT-000634,Show drift for POL-000275,compare_policy_versions,"{""category"": ""Outsourcing"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000408""}",train
INT-000635,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Outsourcing"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000267""}",train
INT-000636,Export risk report for this month,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000094""}",train
INT-000637,Show drift for POL-000075,compare_policy_versions,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000359""}",train
INT-000638,Create remediation steps for finding FND-000442,create_remediation_plan,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000595""}",validation
INT-000639,Show circulars related to Liquidity Risk for FinTech,search_circular,"{""category"": ""Outsourcing"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000490""}",train
INT-000640,Show missing evidence for Operational Resilience,show_evidence_status,"{""category"": ""Liquidity Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000186""}",train
INT-000641,Do we have proof for obligation OBL-000097?,show_evidence_status,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000097""}",validation
INT-000642,Create remediation steps for finding FND-000521,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000031""}",train
INT-000643,Is our policy covering obligation OBL-000378?,check_policy_gap,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000378""}",test
INT-000644,Who approved this mapping?,show_audit_trail,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000073""}",train
INT-000645,Which circular talks about Data Privacy risk?,search_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000340""}",train
INT-000646,What is the main point of CIR-00121?,summarize_circular,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000155""}",validation
INT-000647,Export risk report for this month,generate_report,"{""category"": ""Cybersecurity"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000097""}",train
INT-000648,Why is ORG-0028 high risk?,explain_risk_score,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000158""}",validation
INT-000649,What is the main point of CIR-00103?,summarize_circular,"{""category"": ""Outsourcing"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000446""}",train
INT-000650,Find gaps for Customer Complaint Handling Policy,check_policy_gap,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000549""}",train
INT-000651,How do I fix Disclosure gaps?,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000099""}",train
INT-000652,What obligations are in circular CIR-00047?,extract_obligations,"{""category"": ""Outsourcing"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000275""}",train
INT-000653,Export risk report for this month,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000645""}",train
INT-000654,Is our policy covering obligation OBL-000312?,check_policy_gap,"{""category"": ""Disclosure"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000312""}",train
INT-000655,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000559""}",validation
INT-000656,Which evidence is rejected for ORG-0011?,show_evidence_status,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000231""}",test
INT-000657,Which circular talks about Outsourcing risk?,search_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000666""}",test
INT-000658,What is the main point of CIR-00075?,summarize_circular,"{""category"": ""Incident Management"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000108""}",train
INT-000659,Show missing evidence for Incident Management,show_evidence_status,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000487""}",validation
INT-000660,What is the main point of CIR-00198?,summarize_circular,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000043""}",train
INT-000661,Who approved this mapping?,show_audit_trail,"{""category"": ""Liquidity Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000299""}",validation
INT-000662,Why is ORG-0013 high risk?,explain_risk_score,"{""category"": ""KYC/AML"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000079""}",train
INT-000663,Tell me what we must do for Data Privacy,extract_obligations,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000629""}",train
INT-000664,Do we have proof for obligation OBL-000522?,show_evidence_status,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000522""}",validation
INT-000665,Show drift for POL-000047,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000622""}",train
INT-000666,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000555""}",validation
INT-000667,What is the main point of CIR-00173?,summarize_circular,"{""category"": ""Data Privacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000740""}",train
INT-000668,Find gaps for Trading Limit and Surveillance Policy,check_policy_gap,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000711""}",train
INT-000669,Set owner for obligation OBL-000251,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000251""}",train
INT-000670,Set owner for obligation OBL-000142,assign_owner,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000142""}",train
INT-000671,List recent LLM review events,show_audit_trail,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000301""}",train
INT-000672,Extract action items from CIR-00137,extract_obligations,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000087""}",train
INT-000673,Which evidence is rejected for ORG-0003?,show_evidence_status,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000537""}",validation
INT-000674,Do we have proof for obligation OBL-000492?,show_evidence_status,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000492""}",validation
INT-000675,Show drift for POL-000173,compare_policy_versions,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000604""}",train
INT-000676,How do I fix Data Privacy gaps?,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000290""}",validation
INT-000677,Extract action items from CIR-00175,extract_obligations,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000325""}",train
INT-000678,Compare policy POL-000250 with new circular CIR-00122,compare_policy_versions,"{""category"": ""Outsourcing"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000614""}",train
INT-000679,Who should own Cybersecurity remediation?,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000535""}",train
INT-000680,Why is OBL-000688 marked partial?,check_policy_gap,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000688""}",train
INT-000681,What is the main point of CIR-00124?,summarize_circular,"{""category"": ""Customer Protection"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000601""}",train
INT-000682,Explain the risk score for ORG-0011,explain_risk_score,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000594""}",train
INT-000683,Set owner for obligation OBL-000423,assign_owner,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000423""}",train
INT-000684,How do I fix Data Privacy gaps?,create_remediation_plan,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000698""}",train
INT-000685,Which evidence is rejected for ORG-0005?,show_evidence_status,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000283""}",train
INT-000686,Show missing evidence for Customer Protection,show_evidence_status,"{""category"": ""Capital Adequacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000067""}",train
INT-000687,Prepare board summary for open findings,generate_report,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000505""}",train
INT-000688,Create remediation steps for finding FND-000134,create_remediation_plan,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000688""}",train
INT-000689,Explain the risk score for ORG-0030,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000218""}",validation
INT-000690,Show drift for POL-000194,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000308""}",train
INT-000691,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000666""}",train
INT-000692,Extract action items from CIR-00049,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000157""}",train
INT-000693,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Operational Resilience"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000750""}",train
INT-000694,Create remediation steps for finding FND-000070,create_remediation_plan,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000474""}",validation
INT-000695,Explain the risk score for ORG-0006,explain_risk_score,"{""category"": ""Customer Protection"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000502""}",train
INT-000696,How do I fix Audit & Reporting gaps?,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000358""}",train
INT-000697,Who approved this mapping?,show_audit_trail,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000572""}",train
INT-000698,What is due this month?,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000214""}",train
INT-000699,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000329""}",train
INT-000700,Is our policy covering obligation OBL-000206?,check_policy_gap,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000206""}",test
INT-000701,Why is OBL-000003 marked partial?,check_policy_gap,"{""category"": ""Outsourcing"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000003""}",train
INT-000702,Show missing evidence for Outsourcing,show_evidence_status,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000050""}",validation
INT-000703,Set owner for obligation OBL-000497,assign_owner,"{""category"": ""Capital Adequacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000497""}",validation
INT-000704,Which evidence is rejected for ORG-0017?,show_evidence_status,"{""category"": ""Outsourcing"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000313""}",train
