qa_id,user_question,expected_answer,intent,linked_circular_id,linked_obligation_id,linked_org_id,difficulty,split
QA-000114,Generate compliance report for ORG-0019,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00175,OBL-000643,ORG-0019,easy,train
QA-000115,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00184,OBL-000560,ORG-0014,easy,train
QA-000116,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00029,OBL-000259,ORG-0001,easy,validation
QA-000117,Which circular talks about Audit & Reporting risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00006,OBL-000345,ORG-0007,hard,validation
QA-000118,What is the main point of CIR-00018?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00018,OBL-000166,ORG-0003,medium,train
QA-000119,Summarize CIR-00143 in simple words,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00143,OBL-000216,ORG-0021,easy,train
QA-000120,Summarize CIR-00218 in simple words,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00218,OBL-000218,ORG-0001,easy,train
QA-000121,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00100,OBL-000352,ORG-0015,medium,train
QA-000122,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00198,OBL-000701,ORG-0005,easy,train
QA-000123,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00097,OBL-000148,ORG-0025,medium,train
QA-000124,Is our policy covering obligation OBL-000353?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00102,OBL-000353,ORG-0008,hard,train
QA-000125,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00047,OBL-000248,ORG-0008,medium,train
QA-000126,Find latest MOF requirements for Operational Resilience,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00031,OBL-000622,ORG-0008,easy,train
QA-000127,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00057,OBL-000161,ORG-0016,hard,train
QA-000128,Why is ORG-0030 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00167,OBL-000138,ORG-0030,medium,train
QA-000129,Which evidence is rejected for ORG-0008?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00136,OBL-000263,ORG-0008,medium,train
QA-000130,Who should own Incident Management remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00140,OBL-000565,ORG-0009,medium,train
QA-000131,Create remediation steps for finding FND-000008,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00172,OBL-000631,ORG-0020,easy,train
QA-000132,Which circular talks about Operational Resilience risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00093,OBL-000176,ORG-0018,easy,train
QA-000133,Tell me what we must do for Outsourcing,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00176,OBL-000042,ORG-0017,easy,train
QA-000134,Why is ORG-0021 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00121,OBL-000647,ORG-0021,medium,train
QA-000135,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00056,OBL-000236,ORG-0018,easy,train
QA-000136,Why is OBL-000091 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00180,OBL-000091,ORG-0016,easy,train
QA-000137,Show circulars related to Data Privacy for Mutual Funds,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00215,OBL-000674,ORG-0003,easy,train
QA-000138,Set owner for obligation OBL-000221,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00140,OBL-000221,ORG-0002,easy,train
QA-000139,Explain the risk score for ORG-0001,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00037,OBL-000260,ORG-0001,medium,train
QA-000140,Give executive summary for FIU-IND circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00062,OBL-000563,ORG-0007,hard,train
QA-000141,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00005,OBL-000699,ORG-0028,easy,validation
QA-000142,Who should own Liquidity Risk remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00080,OBL-000011,ORG-0018,easy,train
QA-000143,Give executive summary for NPCI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00143,OBL-000620,ORG-0018,easy,test
