circular_id,regulator_code,sector,title,issue_date,effective_date,due_date,category,severity,jurisdiction,summary,full_text,source_url,status,keywords,version
CIR-00044,RBI,Brokerage,RBI circular on cybersecurity requirements for brokerage entities,2024-09-03,2024-10-15,2025-04-12,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Brokerage firms to disclose customer due diligence.,"This synthetic circular requires regulated entities in the Brokerage sector to disclose customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/44,Active,"Brokerage,Cybersecurity,Medium,customer,disclose",v2.0
CIR-00045,FIU-IND,FinTech,FIU-IND circular on incident management requirements for fintech entities,2024-01-09,2024-02-06,2024-06-25,Incident Management,Medium,India / Synthetic Demo,Synthetic Incident Management requirement for FinTech firms to document UPI dispute handling.,"This synthetic circular requires regulated entities in the FinTech sector to document UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/45,Active,"FinTech,Incident Management,Medium,UPI,document",v2.0
CIR-00046,IRDAI,Brokerage,IRDAI circular on kyc/aml requirements for brokerage entities,2025-07-29,2025-09-06,2026-01-06,KYC/AML,Low,India / Synthetic Demo,Synthetic KYC/AML requirement for Brokerage firms to retain UPI dispute handling.,"This synthetic circular requires regulated entities in the Brokerage sector to retain UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/46,Active,"Brokerage,KYC/AML,Low,UPI,retain",v3.0
CIR-00047,NPCI,Insurance,NPCI circular on outsourcing requirements for insurance entities,2025-09-30,2025-10-30,2025-12-31,Outsourcing,High,India / Synthetic Demo,Synthetic Outsourcing requirement for Insurance firms to standardize outsourced vendor controls.,"This synthetic circular requires regulated entities in the Insurance sector to standardize outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/47,Active,"High,Insurance,Outsourcing,outsourced,standardize",v2.0
CIR-00048,FIU-IND,Capital Markets,FIU-IND circular on capital adequacy requirements for capital markets entities,2025-06-05,2025-08-10,2026-01-15,Capital Adequacy,Medium,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Capital Markets firms to strengthen customer due diligence.,"This synthetic circular requires regulated entities in the Capital Markets sector to strengthen customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/48,Active,"Capital Adequacy,Capital Markets,Medium,customer,strengthen",v3.0
CIR-00049,IRDAI,FinTech,IRDAI circular on customer protection requirements for fintech entities,2025-06-11,2025-07-13,2025-11-03,Customer Protection,Low,India / Synthetic Demo,Synthetic Customer Protection requirement for FinTech firms to report brokerage surveillance.,"This synthetic circular requires regulated entities in the FinTech sector to report brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/49,Active,"Customer Protection,FinTech,Low,brokerage,report",v3.0
CIR-00050,MOF,Mutual Funds,MOF circular on trading risk requirements for mutual funds entities,2025-06-05,2025-08-27,2026-01-29,Trading Risk,Medium,India / Synthetic Demo,Synthetic Trading Risk requirement for Mutual Funds firms to report UPI dispute handling.,"This synthetic circular requires regulated entities in the Mutual Funds sector to report UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/50,Active,"Medium,Mutual Funds,Trading Risk,UPI,report",v1.0
CIR-00051,IRDAI,NBFC,IRDAI circular on capital adequacy requirements for nbfc entities,2025-08-20,2025-10-13,2025-11-18,Capital Adequacy,Critical,India / Synthetic Demo,Synthetic Capital Adequacy requirement for NBFC firms to report incident reporting.,"This synthetic circular requires regulated entities in the NBFC sector to report incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/51,Active,"Capital Adequacy,Critical,NBFC,incident,report",v3.0
CIR-00052,FIU-IND,Payments,FIU-IND circular on audit & reporting requirements for payments entities,2025-08-20,2025-11-04,2026-01-16,Audit & Reporting,High,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Payments firms to retain liquidity stress testing.,"This synthetic circular requires regulated entities in the Payments sector to retain liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/52,Active,"Audit & Reporting,High,Payments,liquidity,retain",v2.0
CIR-00053,SEBI,Payments,SEBI circular on incident management requirements for payments entities,2025-12-18,2026-01-16,2026-04-04,Incident Management,Low,India / Synthetic Demo,Synthetic Incident Management requirement for Payments firms to strengthen incident reporting.,"This synthetic circular requires regulated entities in the Payments sector to strengthen incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/53,Active,"Incident Management,Low,Payments,incident,strengthen",v1.0
CIR-00054,NPCI,Payments,NPCI circular on liquidity risk requirements for payments entities,2026-03-04,2026-05-18,2026-07-02,Liquidity Risk,Medium,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Payments firms to document data retention.,"This synthetic circular requires regulated entities in the Payments sector to document data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/54,Active,"Liquidity Risk,Medium,Payments,data,document",v2.0
