policy_id,org_id,policy_title,department,owner_role,version,effective_from,last_updated_at,next_review_date,status,policy_text,tags
POL-000282,ORG-0028,Regulatory Reporting Policy,Trading Desk,ML Reviewer,4.0,2026-02-10,2026-06-10T18:10:00,2027-06-22,Approved,"Regulatory Reporting Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Incident Management"
POL-000283,ORG-0028,Capital Adequacy Monitoring Policy,Audit,ML Reviewer,2.0,2024-12-15,2025-03-15T19:10:00,2026-04-16,Approved,"Capital Adequacy Monitoring Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Operational Resilience"
POL-000284,ORG-0028,Trading Limit and Surveillance Policy,Risk,Risk Manager,4.0,2025-03-05,2025-05-18T16:02:00,2026-04-12,Approved,"Trading Limit and Surveillance Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Trading Risk"
POL-000285,ORG-0028,Customer Complaint Handling Policy,Legal,Auditor,5.0,2026-01-27,2026-05-04T19:50:00,2027-01-17,Approved,"Customer Complaint Handling Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Liquidity Risk"
POL-000286,ORG-0028,Access Control and Review Policy,Finance,Security Officer,5.0,2025-06-19,2025-07-27T17:22:00,2026-09-23,Approved,"Access Control and Review Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Operational Resilience"
POL-000287,ORG-0028,Third Party Risk Management Policy,Legal,Auditor,4.0,2025-12-11,2026-03-22T08:57:00,2027-03-29,Expired,"Third Party Risk Management Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Customer Protection"
POL-000288,ORG-0028,Disclosure and Investor Communication Policy,Risk,Legal Reviewer,2.0,2025-12-12,2026-01-21T14:19:00,2027-04-07,Approved,"Disclosure and Investor Communication Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Cybersecurity"
POL-000289,ORG-0028,Business Continuity and Resilience Policy,Compliance,Compliance Officer,2.0,2024-01-17,2024-03-04T09:13:00,2024-11-29,Pending Review,"Business Continuity and Resilience Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Cybersecurity"
POL-000290,ORG-0028,Liquidity Risk Monitoring Policy,Security,Risk Manager,1.0,2025-04-08,2025-06-11T13:42:00,2026-04-16,Approved,"Liquidity Risk Monitoring Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Trading Risk"
POL-000291,ORG-0028,Data Retention and Privacy Policy,Finance,Auditor,3.0,2025-01-18,2025-03-07T14:39:00,2026-03-14,Expired,"Data Retention and Privacy Policy for Nexora Finance 28 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Audit & Reporting"
POL-000292,ORG-0029,KYC and Customer Due Diligence Policy,Risk,Admin,5.0,2025-03-08,2025-06-05T13:43:00,2026-04-07,Expired,"KYC and Customer Due Diligence Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,KYC/AML"
POL-000293,ORG-0029,Model Risk Governance Policy,Risk,Legal Reviewer,4.0,2025-05-01,2025-07-19T09:05:00,2026-03-29,Approved,"Model Risk Governance Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Incident Management"
POL-000294,ORG-0029,Customer Complaint Handling Policy,Trading Desk,Operations Lead,1.0,2025-01-23,2025-03-04T17:30:00,2025-10-28,Approved,"Customer Complaint Handling Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Customer Protection"
POL-000295,ORG-0029,Disclosure and Investor Communication Policy,Audit,Risk Manager,2.0,2025-02-24,2025-03-07T18:08:00,2026-04-21,Pending Review,"Disclosure and Investor Communication Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Outsourcing"
POL-000296,ORG-0029,Business Continuity and Resilience Policy,Risk,Policy Owner,4.0,2025-05-29,2025-08-06T12:44:00,2026-07-17,Approved,"Business Continuity and Resilience Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Incident Management"
POL-000297,ORG-0029,Trading Limit and Surveillance Policy,Security,Risk Manager,1.0,2025-08-22,2025-11-29T16:31:00,2026-07-02,Expired,"Trading Limit and Surveillance Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Data Privacy"
POL-000298,ORG-0029,Regulatory Reporting Policy,Security,Operations Lead,1.0,2025-09-07,2025-11-10T09:43:00,2026-07-13,Expired,"Regulatory Reporting Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Operational Resilience"
POL-000299,ORG-0029,Access Control and Review Policy,Trading Desk,Compliance Officer,4.0,2024-09-12,2024-11-10T19:51:00,2025-11-23,Expired,"Access Control and Review Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,KYC/AML"
POL-000300,ORG-0029,Cyber Incident Response Policy,Legal,Operations Lead,3.0,2024-08-16,2024-12-14T18:37:00,2025-12-15,Approved,"Cyber Incident Response Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Customer Protection"
POL-000301,ORG-0029,Outsourcing Governance Policy,Risk,Policy Owner,1.0,2024-06-17,2024-07-13T19:38:00,2025-08-05,Approved,"Outsourcing Governance Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Capital Adequacy"
POL-000302,ORG-0029,Data Retention and Privacy Policy,Compliance,ML Reviewer,4.0,2025-12-26,2026-04-03T13:40:00,2027-02-08,Approved,"Data Retention and Privacy Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,KYC/AML"
POL-000303,ORG-0029,Third Party Risk Management Policy,Finance,Security Officer,3.0,2025-07-24,2025-08-11T09:05:00,2026-06-26,Pending Review,"Third Party Risk Management Policy for Aarohan Bank 29 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Capital Adequacy"
POL-000304,ORG-0030,Capital Adequacy Monitoring Policy,IT,ML Reviewer,4.0,2025-01-17,2025-03-01T15:04:00,2026-05-04,Approved,"Capital Adequacy Monitoring Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Disclosure"
POL-000305,ORG-0030,Outsourcing Governance Policy,IT,Auditor,1.0,2024-02-10,2024-03-16T10:19:00,2024-12-10,Approved,"Outsourcing Governance Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,KYC/AML"
POL-000306,ORG-0030,Data Retention and Privacy Policy,Compliance,Compliance Officer,3.0,2025-06-06,2025-06-30T16:42:00,2026-05-10,Approved,"Data Retention and Privacy Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Trading Risk"
POL-000307,ORG-0030,Cyber Incident Response Policy,Data Governance,Data Protection Officer,2.0,2024-09-06,2024-12-27T11:12:00,2025-11-19,Approved,"Cyber Incident Response Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Operational Resilience"
POL-000308,ORG-0030,AML Transaction Monitoring Policy,Legal,ML Reviewer,1.0,2025-02-01,2025-05-03T18:34:00,2026-06-05,Pending Review,"AML Transaction Monitoring Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Incident Management"
POL-000309,ORG-0030,KYC and Customer Due Diligence Policy,IT,Risk Manager,2.0,2024-05-28,2024-08-07T16:04:00,2025-07-16,Approved,"KYC and Customer Due Diligence Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Disclosure"
POL-000310,ORG-0030,Access Control and Review Policy,Operations,Security Officer,3.0,2024-09-25,2024-10-12T14:02:00,2026-01-30,Approved,"Access Control and Review Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,KYC/AML"
POL-000311,ORG-0030,Model Risk Governance Policy,Data Governance,Data Protection Officer,2.0,2025-02-04,2025-05-02T11:47:00,2025-12-03,Approved,"Model Risk Governance Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Disclosure"
POL-000312,ORG-0030,Third Party Risk Management Policy,Operations,ML Reviewer,2.0,2025-09-05,2025-10-21T15:49:00,2026-06-21,Approved,"Third Party Risk Management Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Disclosure"
POL-000313,ORG-0030,Customer Complaint Handling Policy,IT,Policy Owner,1.0,2024-03-27,2024-07-13T18:02:00,2025-03-26,Approved,"Customer Complaint Handling Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Customer Protection"
POL-000314,ORG-0030,Trading Limit and Surveillance Policy,Security,Admin,3.0,2025-07-02,2025-08-22T12:54:00,2026-07-27,Approved,"Trading Limit and Surveillance Policy for Nexora Bank 30 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Audit & Reporting"
